LABID,prod,val,MS43,MS45,MS51,MS54,times.run,genos.10readsMin,genos.20readsMin
z0195762,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,208,124
z0043566,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,206,163
z0175378,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,203,161
z0195647,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,203,167
z0056337,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,202,163
z0175915,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,202,132
z0195778,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,201,129
z0041274,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,198,138
z0195682,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,197,157
z0056069,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,196,142
z0195767,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,196,125
z0195663,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,194,105
z0053133,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,192,118
z0055909,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,192,125
z0195693,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,192,144
z0063273,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,191,119
z0197660,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,191,152
z0053760,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,189,114
z0196805,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,187,113
z0041248,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,186,58
z0005757,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,185,135
z0187911,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,185,105
z0040387,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,184,126
z0100814,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,184,141
z0043819,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,183,126
z0051929,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,183,111
z0066805,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,183,104
z0195655,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,182,105
z0043668,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,181,122
z0053025,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,181,106
z0195675,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,178,131
z0043498,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,169,91
z0043243,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,165,30
z0045347,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,157,105
z0055957,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,155,82
z0063328,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,155,63
z0195689,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,154,47
z0195648,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,144,95
z0195653,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,144,82
z0107078,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,143,30
z0037611,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,139,38
z0063275,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,139,63
z0063269,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,138,55
z0055948,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,135,55
z0195671,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,135,102
z0195770,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,133,72
z0043599,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,131,12
z0195678,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,129,78
z0009880,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,128,83
z0055936,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,126,72
z0195674,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,125,57
z0195776,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,125,53
z0053149,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,120,38
z0195665,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,118,70
z0195670,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,117,69
z0195664,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,113,72
z0195756,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,110,31
z0041521,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,108,53
z0195684,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,108,60
z0045407,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,107,23
z0056089,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,105,18
z0195751,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,103,56
z0043627,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,102,25
z0195691,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,102,18
z0053055,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,100,45
z0040957,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,87,39
z0056082,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,72,10
z0063342,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,68,19
z0051816,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,62,21
z0055932,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,16,1
z0063304,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,1
z0056081,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,1
z0043464,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,NA
z0043765,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,NA
z0047587,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1
z0056010,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,NA
z0056083,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,NA
z0056090,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
z0056102,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
z0056106,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
z0056111,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
z0160234,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
z0007446,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0044056,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0044074,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0045317,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0045710,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0046923,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0046927,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0046929,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0046934,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0053021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0053097,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0055884,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0055895,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0055896,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0055915,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0055928,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0055959,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0056001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0056012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0056044,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0056066,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0056072,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0056074,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0056104,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0056110,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0061971,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0101101,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0108473,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0113620,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0117063,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0143977,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0145207,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0146094,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0175364,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0175381,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0175930,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0187837,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0195734,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0197666,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
z0029831,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,98,7
z0195772,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,87,15
z0195771,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,80,20
z0043488,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,79,12
z0051959,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,74,14
z0053082,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,73,17
z0043513,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,71,14
z0043487,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,70,6
z0051328,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,67,11
z0195695,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,66,20
z0053845,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,50,2
z0195783,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,50,6
z0175912,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,49,NA
z0044059,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,46,6
z0043686,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,39,7
z0196840,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,37,12
z0040960,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,36,1
z0043704,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,30,2
z0195781,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,30,5
z0195749,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,29,7
z0051405,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,28,1
z0108510,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,28,1
z0041145,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,25,3
z0195759,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,24,2
z0055908,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,23,1
z0061527,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,22,5
z0196889,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,22,3
z0029861,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,21,5
z0037610,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,21,1
z0195764,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,20,3
z0196890,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,18,3
z0195786,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,17,3
z0113619,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,16,4
z0187811,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,16,3
z0053756,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,15,3
z0108494,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,15,1
z0041072,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,13,2
z0196888,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,13,1
z0047603,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,11,1
z0195780,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,11,2
z0195787,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,11,1
z0195721,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,10,1
z0051906,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,9,1
z0043898,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,8,1
z0051966,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,6,NA
z0025405,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,5,1
z0029866,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,5,1
z0043789,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,NA
z0043904,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,1
z0061978,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,1
z0113628,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,4,1
z0044044,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3,1
z0056380,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,3,1
z0195769,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,3,1
z0045344,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,NA
z0051399,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1
z0055945,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,NA
z0061976,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,NA
z0178294,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,1
z0195642,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1
z0195754,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1
z0040451,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1
z0041526,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1
z0043631,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,NA
z0043747,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,NA
z0043934,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,NA
z0047601,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,NA
z0051447,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1
z0051932,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,NA
z0051945,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1
z0056093,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1
z0056396,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,NA
z0108516,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1
z0175351,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1
z0195658,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,NA
z0195686,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,NA
z0195690,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1
z0195694,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1
z0195750,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,NA
z0195757,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1
z0195763,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1
z0195766,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1
z0195775,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1
z0195779,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1
z0029867,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0
z0040377,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0041174,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0041514,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0043267,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0043468,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0043640,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0043666,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0043678,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0043684,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0043716,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0043724,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0043905,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0046925,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0047602,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0047613,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0051381,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0051428,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0051879,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0
z0053038,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0056020,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0056052,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0056070,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0056100,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0061973,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0
z0061982,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0068566,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0075691,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0101085,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0
z0113607,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0146081,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0146087,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0175354,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0175914,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0178305,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0
z0195649,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0195652,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0195660,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0195661,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0195685,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0
z0195753,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0195758,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0
z0195760,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0195761,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0
z0207765,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0207776,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0207777,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0207778,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0,0
z0195672,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,95,44
z0195669,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,55,26
z0195681,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,51,19
z0195662,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,49,11
z0195680,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,41,13
z0195679,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,33,12
z0195646,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,16,1
z0043979,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,2,2
z0195645,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,1
z0195656,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,1